celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,elimination_week,observed_elimination,active,judge_count,judge_total,judge_mean
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,2,6.0,False,True,3,20.0,6.666666666666667
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,2,4.0,False,True,3,20.0,6.666666666666667
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,2,3.0,False,True,3,15.0,5.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,2,2.0,True,True,3,13.0,4.333333333333333
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,3,,False,True,3,25.0,8.333333333333334
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,3,,False,True,3,23.0,7.666666666666667
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,3,,False,True,3,21.0,7.0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,3,9.0,False,True,3,24.0,8.0
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,3,9.0,False,True,3,20.0,6.666666666666667
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,3,8.0,False,True,3,23.0,7.666666666666667
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,3,7.0,False,True,3,20.0,6.666666666666667
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,3,7.0,False,True,3,22.0,7.333333333333333
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,3,6.0,False,True,3,20.0,6.666666666666667
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,3,4.0,False,True,3,21.0,7.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,3,3.0,True,True,3,18.0,6.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,3,2.0,False,False,3,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,4,,False,True,4,34.0,8.5
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,4,,False,True,4,36.0,9.0
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,4,,False,True,4,36.0,9.0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,4,9.0,False,True,4,35.0,8.75
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,4,9.0,False,True,4,35.0,8.75
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,4,8.0,False,True,4,27.0,6.75
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,4,7.0,False,True,4,32.0,8.0
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,4,7.0,False,True,4,32.0,8.0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,4,6.0,False,True,4,24.0,6.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,4,4.0,True,True,4,28.0,7.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,4,3.0,False,False,4,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,4,2.0,False,False,4,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,5,,False,True,4,37.0,9.25
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,5,,False,True,4,31.0,7.75
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,5,,False,True,4,32.0,8.0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,5,9.0,False,True,4,30.0,7.5
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,5,9.0,False,True,4,26.0,6.5
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,5,8.0,False,True,4,35.0,8.75
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,5,7.0,False,True,4,29.0,7.25
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,5,7.0,False,True,4,28.0,7.0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,6.0,False,True,4,28.0,7.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,5,4.0,False,False,4,0.0,0.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5,3.0,False,False,4,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,2.0,False,False,4,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,6,,False,True,3,25.0,8.333333333333334
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,6,,False,True,3,28.0,9.333333333333334
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,6,,False,True,3,24.0,8.0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,6,9.0,False,True,3,29.0,9.666666666666666
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,6,9.0,False,True,3,27.0,9.0
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,6,8.0,False,True,3,25.0,8.333333333333334
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,6,7.0,False,True,3,24.0,8.0
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,6,7.0,False,True,3,24.0,8.0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,6,6.0,True,True,3,21.0,7.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,6,4.0,False,False,3,0.0,0.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,6,3.0,False,False,3,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,6,2.0,False,False,3,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,7,,False,True,3,28.0,9.333333333333334
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,,False,True,3,27.5,9.166666666666666
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,7,,False,True,3,27.5,9.166666666666666
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,7,9.0,False,True,3,27.5,9.166666666666666
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,7,9.0,False,True,3,26.0,8.666666666666666
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,8.0,False,True,3,25.5,8.5
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,7,7.0,True,True,3,26.0,8.666666666666666
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,7.0,True,True,3,26.0,8.666666666666666
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,7,6.0,False,False,3,0.0,0.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,4.0,False,False,3,0.0,0.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,7,3.0,False,False,3,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,7,2.0,False,False,3,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,,False,True,3,29.0,9.666666666666666
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,8,,False,True,3,28.0,9.333333333333334
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,,False,True,3,30.0,10.0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,9.0,False,True,3,25.0,8.333333333333334
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,9.0,False,True,3,27.0,9.0
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,8,8.0,True,True,3,30.0,10.0
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,7.0,False,False,3,0.0,0.0
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,8,7.0,False,False,3,0.0,0.0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,8,6.0,False,False,3,0.0,0.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,8,4.0,False,False,3,0.0,0.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,8,3.0,False,False,3,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,8,2.0,False,False,3,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,9,,False,True,3,28.5,9.5
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,9,,False,True,3,29.5,9.833333333333334
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,9,,False,True,3,28.0,9.333333333333334
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,9,9.0,True,True,3,30.0,10.0
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,9,9.0,True,True,3,27.5,9.166666666666666
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,9,8.0,False,False,3,0.0,0.0
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,9,7.0,False,False,3,0.0,0.0
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,9,7.0,False,False,3,0.0,0.0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,9,6.0,False,False,3,0.0,0.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,9,4.0,False,False,3,0.0,0.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,9,3.0,False,False,3,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,9,2.0,False,False,3,0.0,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,10,,False,True,3,28.9998,9.6666
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,10,,False,True,3,29.666600000000003,9.888866666666667
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,10,,False,True,3,28.333199999999998,9.4444
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,10,9.0,False,False,3,0.0,0.0
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,10,9.0,False,False,3,0.0,0.0
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,10,8.0,False,False,3,0.0,0.0
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,10,7.0,False,False,3,0.0,0.0
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,10,7.0,False,False,3,0.0,0.0
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,10,6.0,False,False,3,0.0,0.0
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,10,4.0,False,False,3,0.0,0.0
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,10,3.0,False,False,3,0.0,0.0
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,10,2.0,False,False,3,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,1,,False,True,4,31.0,7.75
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,1,,False,True,4,31.0,7.75
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,1,,False,True,4,26.0,6.5
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,1,11.0,False,True,4,27.0,6.75
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,1,10.0,False,True,4,25.0,6.25
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,1,9.0,False,True,4,27.0,6.75
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,1,8.0,False,True,4,24.0,6.0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,1,7.0,False,True,4,22.0,5.5
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,1,6.0,False,True,4,24.0,6.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,1,4.0,False,True,4,25.0,6.25
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,1,4.0,False,True,4,26.0,6.5
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,1,3.0,False,True,4,20.0,5.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,1,2.0,False,True,4,22.0,5.5
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,2,,False,True,4,32.0,8.0
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,2,,False,True,4,29.0,7.25
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,2,,False,True,4,28.0,7.0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,2,11.0,False,True,4,29.0,7.25
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,2,10.0,False,True,4,31.0,7.75
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,2,9.0,False,True,4,27.0,6.75
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,2,8.0,False,True,4,24.0,6.0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,2,7.0,False,True,4,26.0,6.5
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,2,6.0,False,True,4,24.0,6.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,2,4.0,False,True,4,26.0,6.5
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,2,4.0,False,True,4,30.0,7.5
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,2,3.0,False,True,4,22.0,5.5
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,2,2.0,True,True,4,24.0,6.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,3,,False,True,4,31.0,7.75
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,3,,False,True,4,29.0,7.25
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,3,,False,True,4,32.0,8.0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,3,11.0,False,True,4,26.0,6.5
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,3,10.0,False,True,4,30.0,7.5
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,3,9.0,False,True,4,28.0,7.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,3,8.0,False,True,4,25.0,6.25
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,3,7.0,False,True,4,28.0,7.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,3,6.0,False,True,4,25.0,6.25
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,3,4.0,False,True,4,23.0,5.75
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,3,4.0,False,True,4,25.0,6.25
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,3,3.0,True,True,4,23.0,5.75
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,3,2.0,False,False,4,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,4,,False,True,3,30.0,10.0
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,4,,False,True,3,28.0,9.333333333333334
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,4,,False,True,3,23.0,7.666666666666667
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,4,11.0,False,True,3,23.0,7.666666666666667
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,4,10.0,False,True,3,25.0,8.333333333333334
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,4,9.0,False,True,3,21.0,7.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,4,8.0,False,True,3,22.0,7.333333333333333
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,4,7.0,False,True,3,24.0,8.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,4,6.0,False,True,3,24.0,8.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,4,4.0,True,True,3,23.0,7.666666666666667
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,4,4.0,True,True,3,18.0,6.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,4,3.0,False,False,3,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,4,2.0,False,False,3,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,5,,False,True,3,25.0,8.333333333333334
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,5,,False,True,3,29.0,9.666666666666666
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,5,,False,True,3,24.0,8.0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,5,11.0,False,True,3,26.0,8.666666666666666
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,5,10.0,False,True,3,27.0,9.0
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,5,9.0,False,True,3,27.0,9.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,5,8.0,False,True,3,24.0,8.0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,5,7.0,False,True,3,24.0,8.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,5,6.0,False,True,3,24.0,8.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,5,4.0,False,False,3,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,5,4.0,False,False,3,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,3.0,False,False,3,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,2.0,False,False,3,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,6,,False,True,4,37.0,9.25
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,6,,False,True,4,38.0,9.5
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,6,,False,True,4,37.0,9.25
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,6,11.0,False,True,4,40.0,10.0
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,6,10.0,False,True,4,30.0,7.5
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,6,9.0,False,True,4,34.0,8.5
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,8.0,False,True,4,30.0,7.5
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,7.0,False,True,4,31.0,7.75
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6.0,True,True,4,28.0,7.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,6,4.0,False,False,4,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,6,4.0,False,False,4,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,6,3.0,False,False,4,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,6,2.0,False,False,4,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,7,,False,True,4,34.5,8.625
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,7,,False,True,4,37.0,9.25
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,,False,True,4,37.0,9.25
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,11.0,False,True,4,34.5,8.625
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,10.0,False,True,4,34.5,8.625
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,9.0,False,True,4,32.0,8.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,7,8.0,False,True,4,33.0,8.25
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,7,7.0,True,True,4,33.0,8.25
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,7,6.0,False,False,4,0.0,0.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,4.0,False,False,4,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,4.0,False,False,4,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,7,3.0,False,False,4,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,7,2.0,False,False,4,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,,False,True,3,33.0,11.0
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8,,False,True,3,34.9998,11.6666
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8,,False,True,3,30.0,10.0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,8,11.0,False,True,3,30.0,10.0
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,8,10.0,False,True,3,24.0,8.0
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,8,9.0,False,True,3,23.0,7.666666666666667
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,8,8.0,True,True,3,26.0,8.666666666666666
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,8,7.0,False,False,3,0.0,0.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,8,6.0,False,False,3,0.0,0.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,8,4.0,False,False,3,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,8,4.0,False,False,3,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,8,3.0,False,False,3,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,8,2.0,False,False,3,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,9,,False,True,4,40.0,10.0
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,9,,False,True,4,36.0,9.0
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,9,,False,True,4,37.0,9.25
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,9,11.0,False,True,4,40.0,10.0
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,9,10.0,False,True,4,38.0,9.5
